image,generated_caption
5687357997.jpg,a man in a blue shirt is riding a motorcycle
1306038218.jpg,a group of people are playing football
4766071641.jpg,a man in a white shirt is sitting in a chair
2346629210.jpg,a man in a black jacket and black hat is standing in front of a building
2732625904.jpg,a man in a black shirt is riding a bike
4612748550.jpg,a group of people are standing in a field
4446482718.jpg,a man in a blue shirt is riding a bike
493109089.jpg,a young boy is playing with a toy
3094752171.jpg,a man in a blue shirt is standing on a sidewalk
3424934891.jpg,a man in a white shirt is walking on a beach
230471791.jpg,a man in a black shirt and black pants is standing in front of a store
3711664623.jpg,a group of people are walking on a beach
3350671534.jpg,a man in a blue shirt is standing on a sidewalk
4887180035.jpg,a young girl is playing with a toy
4361124233.jpg,a man in a blue shirt is jumping in the air
6476878653.jpg,a man in a white shirt is standing in front of a <unk>
3192311620.jpg,a dog is running through the water
1772859261.jpg,a black and white dog is running through the water
4712411908.jpg,a man in a blue shirt is standing in front of a building
3231880001.jpg,a young girl in a pink shirt is walking in a park
4680385998.jpg,a man in a blue shirt is sitting on a trampoline
4448279884.jpg,a man in a blue shirt is standing on a dock
4697180780.jpg,a man in a blue shirt is holding a gun
4623271967.jpg,a man in a blue shirt is standing in front of a building
7988460137.jpg,a man in a black shirt is playing a game of tennis
2635164923.jpg,a man in a blue shirt is standing in front of a building
6240095275.jpg,a group of people are playing instruments
3525568835.jpg,a group of people are walking through a field
4957370596.jpg,a woman in a pink dress is standing in front of a crowd
425725042.jpg,a man in a white shirt is sitting on a stool in front of a store
2883324329.jpg,a man in a blue shirt is skateboarding
3726551176.jpg,a young boy in a blue shirt is playing with a soccer ball
4878557563.jpg,a man in a black shirt is standing in front of a building
2616643090.jpg,a little boy is playing with a toy
2541462585.jpg,a man in a blue shirt is standing in front of a building
2537611154.jpg,a man in a yellow shirt is standing on a ladder
2985509443.jpg,a man in a blue shirt is standing in front of a building
6944127567.jpg,a man in a black jacket is riding a horse
506905025.jpg,a man in a white shirt is playing a guitar
5098572639.jpg,a man in a black shirt is sitting at a table with a laptop
3093970461.jpg,a man in a blue shirt is standing in front of a building
3005123298.jpg,a man in a blue shirt is holding a baby
4915628544.jpg,a man in a black shirt is walking down the street
5311177343.jpg,a man in a red shirt is sitting on a bench
451875908.jpg,a man in a blue shirt is standing in a field
7474387734.jpg,a man in a white shirt is standing in front of a crowd
4604977910.jpg,a woman in a pink shirt is sitting on a bench
7701169300.jpg,a man in a white shirt is playing tennis
4950996568.jpg,a man in a blue shirt is standing on a rock
2354829523.jpg,a man in a red shirt is standing in front of a <unk>
7891936012.jpg,a man in a black shirt and jeans is sitting on a bench
2652536502.jpg,a man in a black jacket is sitting on a bench
3636329461.jpg,a woman in a red shirt is holding a red ribbon
2576407111.jpg,a man in a blue shirt is working on a loom
3012229.jpg,a man in a black shirt is standing in front of a store
3687062281.jpg,a man in a blue shirt is sitting on a bench
426994291.jpg,a woman in a black dress is standing in front of a crowd
3491098589.jpg,a man in a blue shirt is holding a microphone
2921112724.jpg,a man in a blue shirt is driving a tractor
3045769443.jpg,a man in a blue shirt is standing in front of a store
7131816615.jpg,a basketball player in a white uniform is dribbling the ball
11214370.jpg,a man in a blue shirt is standing in front of a building
7330749240.jpg,a man in a red shirt is riding a motorcycle
1776981714.jpg,a man in a black shirt and jeans is walking down a sidewalk
2582413611.jpg,a man in a blue shirt is sitting on a bench
4152802063.jpg,a group of people are walking in a parade
4257593776.jpg,a man in a blue shirt is standing in front of a building
2716744948.jpg,a man in a blue shirt is standing in front of a large pile of hay
3067885047.jpg,a group of children are playing in a field
8038855203.jpg,a man in a black shirt is bowling
1466307489.jpg,a man in a red shirt is riding a motorcycle
449687289.jpg,a man in a black shirt is playing a guitar
1212658333.jpg,a man in a blue shirt is standing in front of a waterfall
5676123641.jpg,a man in a black jacket is skiing
3356628098.jpg,a man in a blue shirt is sitting on a bench
6761660155.jpg,a man in a red helmet is riding a bike
1858123511.jpg,a man in a blue shirt is standing on a <unk>
3452341579.jpg,a man in a blue shirt is riding a bike
493654365.jpg,a man in a red shirt is standing in front of a building
2705105025.jpg,a group of people are sitting around a table
4468388551.jpg,a man in a blue shirt is standing in front of a <unk>
3638318149.jpg,a man in a blue shirt is walking down a sidewalk
3061422245.jpg,a man in a black shirt is sitting on a bench
3199645963.jpg,a woman in a pink shirt is holding a camera
6592762429.jpg,a group of people are playing soccer
3947729724.jpg,a man in a blue shirt is sitting on a stool in front of a store
2531794051.jpg,a man in a blue shirt is sitting on a bench
159845627.jpg,a group of people are walking on a dirt road
3431145299.jpg,a man in a blue shirt is walking down the street
4830409466.jpg,a man in a red shirt is riding a motorcycle
3225296260.jpg,a man in a blue shirt is riding a motorcycle
3615239961.jpg,a man in a blue shirt is sitting on a bench
2735979477.jpg,a dog is running through the grass
2503048293.jpg,a man in a white shirt is playing a guitar
4954685239.jpg,a woman in a red shirt and a woman in a black shirt are walking down a street
4809864612.jpg,a man in a black shirt and black pants is walking down the street
112411540.jpg,a man in a blue shirt is standing in front of a store
133243755.jpg,a group of people are standing in a field
2482097485.jpg,a man in a blue shirt is playing a game of tennis
221597303.jpg,a man in a blue shirt is walking down the street
4454159050.jpg,a group of people are standing in front of a crowd
2042110579.jpg,a woman is holding a baby
529453295.jpg,a man in a blue shirt is standing in front of a building
4742046744.jpg,a man in a blue shirt is standing in front of a crowd
3602676311.jpg,a man in a red shirt is riding a bike
654130822.jpg,a woman in a red shirt and a woman in a blue shirt are standing in a pool
3519711330.jpg,a man in a blue shirt is riding a bicycle
2318744295.jpg,a group of people are gathered around a table
7865722022.jpg,a man in a blue shirt is riding a bicycle
2536950059.jpg,a man in a red shirt is standing on a bus
2494519396.jpg,a group of people are sitting in a circle
3154709407.jpg,a basketball player dribbles the ball
3721584359.jpg,a man in a blue shirt is riding a bike
319847657.jpg,a woman in a pink shirt is holding a red hula hoop
4525922214.jpg,a man in a black shirt is walking down a sidewalk
2445052906.jpg,a man playing a violin in a public place
2774548618.jpg,a man in a blue shirt is sitting in a chair
6935556464.jpg,a man in a red shirt is riding a motorcycle
3263182360.jpg,a man in a blue shirt is holding a microphone
3030823649.jpg,a dog is running through a field of grass
5301963559.jpg,a man in a blue shirt is holding a <unk>
3702372756.jpg,a man in a white shirt is cooking
3114664900.jpg,a group of people are sitting on a bench
4524407264.jpg,a man in a blue shirt is walking down a sidewalk
228866972.jpg,a man in a blue shirt is walking down a street
286797291.jpg,a man in a black shirt is walking down the street
240583223.jpg,a dog running on the beach
8099697706.jpg,a man in a blue shirt is standing in front of a building
4977719120.jpg,a man in a blue shirt is riding a bike
3640661245.jpg,a young girl in a pink shirt is holding a baby
1660269454.jpg,a man in a black shirt is playing the beach with a ball
336674932.jpg,a man in a wetsuit is standing on a beach
1027149103.jpg,a group of people are standing in a circle
42348693.jpg,a group of people are sitting at a table
2656890977.jpg,a young boy in a blue shirt is playing with a toy
5246144625.jpg,a woman in a red dress is walking down the street
216585846.jpg,a man in a blue shirt riding a bike
4930675925.jpg,a man in a white shirt is riding a bicycle
3537520829.jpg,a man in a black shirt is skateboarding
2825540754.jpg,a man in a black shirt is walking on the beach
2679015215.jpg,a man in a blue shirt is playing the sand
2075627357.jpg,a man in a yellow shirt is standing on a train
1160841776.jpg,a group of people are standing in a large crowd
1316458112.jpg,a man in a black shirt is sitting on a couch
3325186785.jpg,a man in a white shirt is holding a microphone
3600229533.jpg,a man in a blue shirt is sitting on a bench
3459156091.jpg,a man in a black shirt is sitting on a bench
8064150004.jpg,a man in a blue shirt is riding a bike
3870409487.jpg,a man in a blue shirt is walking down a sidewalk
4621123071.jpg,a man in a black shirt is sitting on a bench
4808499305.jpg,a man in a blue shirt is sitting on a bench
1698837338.jpg,a woman in a pink dress is walking in a parade
3514085802.jpg,a woman in a red dress is standing in front of a crowd
2301155278.jpg,a man in a blue shirt is walking down a sidewalk
2679851489.jpg,a black and white dog is playing with a toy
4570069538.jpg,a group of people are gathered around a large crowd
4916500021.jpg,a man in a blue shirt is playing a game of golf
214417276.jpg,a woman in a red dress is walking down the street
2924870944.jpg,a dog is running through a grassy field
4941007356.jpg,a group of people are standing in a field
2469827608.jpg,a group of people are sitting on a couch
2752230113.jpg,a man in a blue shirt is standing on a beach
118708295.jpg,a man in a white shirt is standing in front of a <unk>
